accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,deviceID
2128,-281,-607,523,-68,-371,10003
2152,-130,-711,344,-15,-356,10003
2101,-40,-640,32,117,-258,10003
2004,-92,-551,-170,158,-196,10003
2004,-190,-575,-58,93,-269,10003
2038,-290,-591,101,53,-292,10003
1985,-42,-714,75,-24,-307,10003
2031,-118,-590,-185,30,-110,10003
1931,-330,-627,-27,-10,-216,10003
1873,-487,-601,479,-43,-135,10003
1858,-336,-611,884,-195,-28,10003
1900,-222,-563,1037,-203,51,10003
1861,-159,-583,1333,-250,-103,10003
1856,-4,-581,1417,-282,-66,10003
1813,17,-624,1352,-311,-84,10003
1826,66,-604,1080,-280,-102,10003
1853,306,-599,518,-194,-140,10003
1922,239,-515,-250,-44,58,10003
1775,-180,-640,-469,-9,136,10003
1703,-330,-712,173,-175,-30,10003
1833,8,-588,355,-164,84,10003
1888,161,-562,168,-75,78,10003
1861,-59,-553,115,-34,-23,10003
1847,-206,-521,418,-40,-18,10003
1854,-140,-556,724,-85,7,10003
1886,-29,-541,882,-108,12,10003
1905,0,-541,893,-117,31,10003
1906,-9,-509,897,-120,37,10003
1923,10,-497,890,-113,60,10003
1940,36,-498,807,-89,80,10003
1952,110,-509,622,-58,114,10003
1943,144,-478,325,12,161,10003
1935,123,-500,-2,68,209,10003
1952,9,-505,-233,125,209,10003
1946,-118,-501,-267,174,212,10003
1957,-126,-493,-176,183,191,10003
1980,-50,-478,-99,190,174,10003
2002,33,-488,-166,196,194,10003
2039,65,-446,-328,249,218,10003
2056,49,-420,-526,312,253,10003
2062,-2,-397,-705,347,295,10003
2069,-48,-418,-830,366,342,10003
2059,-152,-453,-850,391,353,10003
2060,-261,-493,-711,374,376,10003
2048,-322,-491,-437,358,371,10003
2044,-352,-477,-82,321,340,10003
2041,-284,-515,230,291,311,10003
2060,-163,-486,368,282,330,10003
2063,-58,-469,327,305,299,10003
2072,-40,-477,151,321,281,10003
2073,-56,-471,20,343,252,10003
2085,-87,-452,-57,356,239,10003
2094,-81,-454,-148,370,251,10003
2103,-56,-459,-262,387,233,10003
2117,-61,-466,-381,407,238,10003
2121,-105,-464,-448,418,233,10003
2121,-156,-473,-437,409,219,10003
2143,-177,-481,-364,409,217,10003
2151,-166,-486,-253,398,210,10003
2160,-174,-512,-165,381,207,10003
2191,-141,-550,-115,379,218,10003
2219,-113,-570,-77,381,211,10003
2270,-96,-564,-63,392,217,10003
2288,-114,-558,-79,416,254,10003
2307,-97,-570,-125,422,267,10003
2340,-87,-569,-232,448,295,10003
2358,-114,-572,-383,466,341,10003
2381,-181,-566,-497,504,381,10003
2387,-262,-549,-532,498,426,10003
2376,-305,-552,-428,450,444,10003
2374,-279,-547,-334,426,426,10003
2379,-207,-544,-279,392,382,10003
2386,-138,-542,-326,355,351,10003
2375,-85,-547,-411,343,315,10003
2381,-81,-530,-484,366,288,10003
2363,-77,-517,-482,367,261,10003
2345,-48,-539,-486,345,234,10003
2324,-42,-535,-515,329,203,10003
2322,-59,-560,-561,319,191,10003
2321,-105,-548,-595,322,195,10003
2304,-130,-543,-594,333,176,10003
2272,-113,-548,-563,317,151,10003
2276,-99,-539,-531,321,132,10003
2275,-89,-525,-510,300,124,10003
2298,-92,-520,-496,296,116,10003
2294,-74,-533,-505,296,102,10003
2315,-66,-535,-560,297,90,10003
2319,-71,-519,-632,313,94,10003
2327,-64,-529,-727,332,84,10003
2337,-58,-529,-815,361,63,10003
2328,-53,-530,-926,376,77,10003
2321,-38,-539,-1056,399,47,10003
2310,-41,-532,-1201,428,30,10003
2292,-45,-534,-1330,439,12,10003
2283,-53,-530,-1449,446,-18,10003
2278,-42,-535,-1563,460,-39,10003
2285,-29,-560,-1679,469,-73,10003
2278,-17,-583,-1782,490,-91,10003
2249,-40,-572,-1852,469,-97,10003
2213,-79,-567,-1868,449,-82,10003
2173,-99,-546,-1810,430,-83,10003
2179,-100,-522,-1703,394,-77,10003
2186,-106,-519,-1592,387,-72,10003
2182,-111,-523,-1476,380,-60,10003
2162,-132,-519,-1347,368,-33,10003
2159,-132,-500,-1186,350,-19,10003
2140,-128,-493,-1043,330,0,10003
2139,-126,-495,-914,319,21,10003
2131,-125,-460,-792,312,46,10003
2128,-132,-452,-693,305,86,10003
2108,-95,-439,-651,307,121,10003
2086,-77,-446,-666,340,174,10003
2049,-76,-458,-701,370,202,10003
2005,-109,-429,-724,389,249,10003
1939,-129,-408,-716,390,297,10003
1873,-132,-389,-658,387,360,10003
1843,-133,-351,-624,373,417,10003
1811,-113,-347,-587,392,476,10003
1801,-93,-318,-586,380,533,10003
1789,-89,-314,-631,427,591,10003
1775,-85,-300,-668,474,639,10003
1775,-88,-321,-729,534,680,10003
1768,-78,-327,-797,583,702,10003
1742,-87,-320,-870,621,744,10003
1718,-102,-344,-905,651,761,10003
1707,-107,-313,-923,643,779,10003
1712,-119,-307,-946,627,792,10003
1745,-150,-288,-954,616,811,10003
1777,-204,-240,-954,636,829,10003
1801,-235,-221,-937,674,855,10003
1798,-248,-187,-909,730,902,10003
1784,-252,-151,-888,790,944,10003
1774,-236,-128,-879,852,985,10003
1755,-222,-108,-927,905,1046,10003
1737,-215,-93,-1016,997,1103,10003
1702,-212,-48,-1102,1078,1159,10003
1665,-216,-33,-1211,1175,1212,10003
1656,-209,-19,-1349,1260,1268,10003
1638,-217,-17,-1513,1352,1314,10003
1613,-222,-23,-1694,1443,1372,10003
1584,-254,-38,-1880,1518,1449,10003
1562,-286,-16,-2027,1571,1516,10003
1554,-319,-12,-2128,1616,1587,10003
1531,-334,-1,-2196,1643,1653,10003
1519,-356,34,-2202,1658,1739,10003
1528,-385,56,-2177,1658,1835,10003
1543,-396,65,-2131,1676,1932,10003
1557,-405,76,-2060,1698,2037,10003
1561,-452,91,-1948,1697,2135,10003
1557,-477,110,-1804,1688,2246,10003
1560,-507,132,-1625,1666,2346,10003
1571,-535,131,-1404,1635,2445,10003
1594,-553,135,-1159,1595,2536,10003
1620,-558,140,-934,1548,2592,10003
1632,-549,148,-734,1512,2656,10003
1656,-549,149,-547,1471,2691,10003
1664,-570,171,-371,1424,2709,10003
1695,-578,170,-194,1398,2710,10003
1701,-596,179,-23,1370,2700,10003
1698,-597,202,121,1348,2647,10003
1691,-589,190,256,1329,2594,10003
1683,-579,202,354,1307,2497,10003
1655,-573,195,432,1297,2377,10003
1662,-563,211,476,1271,2218,10003
1644,-567,220,495,1269,2065,10003
1622,-562,218,469,1275,1894,10003
1602,-625,251,447,1280,1753,10003
1601,-756,250,453,1281,1652,10003
1607,-948,245,516,1262,1633,10003
1617,-1025,214,619,1210,1639,10003
1641,-987,208,717,1150,1637,10003
1640,-877,216,702,1121,1642,10003
1632,-796,234,553,1121,1650,10003
1606,-785,258,443,1097,1630,10003
1571,-819,266,394,1109,1604,10003
1557,-855,279,475,1076,1543,10003
1542,-888,292,639,1046,1450,10003
1523,-873,305,768,978,1358,10003
1519,-853,291,771,978,1249,10003
1481,-853,303,684,966,1066,10003
1460,-881,303,533,957,890,10003
1423,-948,287,371,917,698,10003
1409,-973,295,232,878,522,10003
1406,-968,290,94,828,357,10003
1413,-973,273,-43,780,199,10003
1413,-960,289,-234,733,59,10003
1437,-926,307,-461,705,-65,10003
1446,-887,345,-733,692,-195,10003
1453,-843,385,-1102,714,-344,10003
1485,-810,450,-1573,766,-467,10003
1507,-784,487,-2144,880,-578,10003
1521,-779,543,-2772,1015,-700,10003
1550,-745,566,-3496,1164,-796,10003
1561,-741,566,-4263,1335,-888,10003
1570,-734,536,-5090,1497,-1002,10003
1576,-787,473,-5789,1613,-1131,10003
1580,-911,383,-6210,1679,-1278,10003
1554,-1005,307,-6359,1699,-1424,10003
1555,-1077,239,-6297,1634,-1543,10003
1567,-1133,214,-6052,1546,-1684,10003
1590,-1223,209,-5596,1429,-1833,10003
1600,-1284,193,-5067,1284,-1959,10003
1687,-1247,222,-4599,1146,-2037,10003
1706,-1364,244,-4030,1053,-2202,10003
1689,-1385,275,-3298,882,-2274,10003
1771,-1417,322,-2454,715,-2406,10003
1803,-1397,329,-1714,538,-2407,10003
1847,-1376,331,-880,408,-2517,10003
1880,-1331,354,-135,238,-2503,10003
1919,-1309,346,577,86,-2557,10003
1956,-1229,349,1218,-48,-2546,10003
1987,-1153,336,1720,-172,-2509,10003
2010,-1103,332,2138,-283,-2454,10003
2025,-1045,317,2468,-375,-2374,10003
2037,-997,316,2723,-432,-2267,10003
2050,-980,316,2944,-488,-2157,10003
2067,-948,303,3084,-524,-2006,10003
2062,-884,290,3153,-535,-1831,10003
2059,-814,286,3070,-528,-1609,10003
2055,-775,313,2884,-481,-1399,10003
2054,-768,307,2676,-431,-1226,10003
2039,-747,292,2473,-367,-1032,10003
2029,-677,282,2180,-320,-825,10003
2032,-604,288,1770,-240,-620,10003
2040,-573,288,1306,-152,-458,10003
2028,-568,291,815,-66,-284,10003
2011,-562,279,333,19,-133,10003
1987,-558,295,-134,108,-6,10003
1990,-588,317,-527,182,99,10003
1971,-646,305,-796,255,178,10003
1952,-701,310,-936,287,227,10003
1918,-712,315,-969,311,259,10003
1902,-709,319,-986,317,296,10003
1889,-715,310,-984,314,317,10003
1874,-726,322,-959,314,324,10003
1865,-744,312,-877,296,325,10003
1839,-760,327,-757,273,314,10003
1831,-759,346,-597,248,310,10003
1820,-732,346,-430,221,294,10003
1822,-715,350,-259,198,269,10003
1832,-692,351,-138,168,247,10003
1838,-658,368,-17,160,222,10003
1833,-646,366,79,160,209,10003
1841,-622,361,155,140,177,10003
1849,-595,374,192,146,148,10003
1847,-567,356,189,142,107,10003
1872,-547,371,163,149,89,10003
1879,-535,371,130,153,58,10003
1881,-521,380,50,154,25,10003
1903,-503,379,-45,173,-2,10003
1913,-498,387,-174,186,-25,10003
1931,-495,372,-317,211,-44,10003
1932,-494,373,-479,236,-58,10003
1943,-491,355,-658,258,-76,10003
1946,-503,368,-843,280,-84,10003
1958,-541,353,-988,299,-74,10003
1940,-589,343,-1103,319,-71,10003
1939,-595,358,-1174,322,-64,10003
1927,-616,331,-1223,324,-60,10003
1920,-634,336,-1260,311,-35,10003
1905,-644,341,-1284,309,-22,10003
1911,-654,339,-1295,293,-7,10003
1901,-653,337,-1298,280,-4,10003
1888,-661,337,-1279,267,-6,10003
1881,-673,335,-1272,246,18,10003
1875,-680,344,-1250,222,1,10003
1872,-690,355,-1229,199,-4,10003
1860,-693,349,-1181,173,-4,10003
1864,-705,358,-1152,160,-15,10003
1857,-723,367,-1110,141,-42,10003
1867,-716,384,-1076,127,-61,10003
1865,-726,387,-1029,112,-83,10003
1849,-728,397,-995,106,-92,10003
1857,-741,409,-936,73,-126,10003
1853,-748,424,-890,69,-141,10003
1851,-753,413,-834,56,-163,10003
1864,-740,435,-804,31,-163,10003
1865,-755,451,-773,40,-192,10003
1849,-765,448,-739,31,-203,10003
1860,-779,456,-708,32,-207,10003
1851,-784,459,-686,22,-221,10003
1850,-790,492,-658,32,-244,10003
1863,-830,499,-594,15,-261,10003
1863,-861,504,-490,27,-286,10003
1846,-877,510,-326,16,-316,10003
1835,-879,489,-165,13,-329,10003
1847,-855,509,-3,10,-344,10003
1834,-842,495,110,7,-356,10003
1840,-810,497,202,22,-340,10003
1839,-810,484,260,33,-334,10003
1849,-830,473,334,47,-317,10003
1849,-832,449,395,43,-309,10003
1849,-811,452,471,44,-292,10003
1852,-805,454,518,30,-288,10003
1861,-805,444,564,18,-276,10003
1865,-786,462,617,8,-266,10003
1860,-774,436,651,1,-264,10003
1846,-770,439,671,-9,-237,10003
1854,-753,421,690,-35,-216,10003
1850,-759,406,726,-55,-185,10003
1849,-753,407,748,-81,-139,10003
1845,-742,394,761,-95,-115,10003
1837,-729,388,784,-110,-66,10003
1818,-731,383,809,-138,-24,10003
1804,-721,381,825,-149,45,10003
1785,-702,370,822,-182,97,10003
1767,-693,382,797,-202,165,10003
1758,-695,373,764,-232,224,10003
1768,-690,353,710,-276,273,10003
1778,-682,348,659,-313,311,10003
1775,-688,346,636,-351,349,10003
1756,-696,350,639,-403,368,10003
1759,-704,330,701,-467,375,10003
1758,-713,319,746,-527,370,10003
1772,-694,291,814,-600,340,10003
1774,-707,283,886,-667,318,10003
1765,-699,305,992,-735,264,10003
1770,-715,274,1095,-821,217,10003
1769,-726,308,1228,-877,153,10003
1761,-722,295,1345,-947,105,10003
1767,-707,290,1436,-989,68,10003
1753,-694,274,1501,-1045,29,10003
1744,-674,258,1542,-1076,1,10003
1736,-647,249,1548,-1125,-36,10003
1710,-615,233,1526,-1157,-64,10003
1704,-589,217,1473,-1176,-89,10003
1681,-568,204,1414,-1212,-101,10003
1643,-545,212,1333,-1241,-105,10003
1620,-531,213,1263,-1275,-100,10003
1617,-524,192,1179,-1298,-100,10003
1623,-516,187,1099,-1325,-127,10003
1651,-512,191,1036,-1328,-154,10003
1667,-508,181,976,-1350,-182,10003
1665,-516,165,929,-1343,-193,10003
1661,-509,159,899,-1349,-212,10003
1637,-477,154,856,-1335,-257,10003
1637,-464,142,794,-1340,-289,10003
1607,-452,143,737,-1333,-327,10003
1583,-457,122,694,-1326,-338,10003
1563,-439,117,664,-1332,-372,10003
1564,-417,94,656,-1321,-400,10003
1569,-389,73,609,-1325,-441,10003
1590,-371,51,566,-1318,-492,10003
1605,-376,41,510,-1308,-524,10003
1596,-372,34,450,-1280,-564,10003
1579,-371,33,411,-1246,-596,10003
1554,-365,20,352,-1215,-629,10003
1516,-345,17,300,-1189,-655,10003
1468,-315,9,265,-1153,-669,10003
1445,-299,-15,239,-1159,-692,10003
1460,-287,-34,224,-1152,-723,10003
1507,-284,-42,228,-1144,-768,10003
1560,-268,-60,233,-1115,-833,10003
1597,-254,-82,265,-1063,-900,10003
1623,-217,-102,255,-989,-970,10003
1631,-197,-134,240,-928,-1059,10003
1622,-176,-178,190,-887,-1152,10003
1614,-168,-198,117,-845,-1229,10003
1619,-170,-244,7,-824,-1291,10003
1646,-179,-253,-72,-823,-1363,10003
1666,-196,-283,-95,-843,-1423,10003
1686,-225,-295,-58,-866,-1480,10003
1694,-235,-305,-3,-904,-1514,10003
1712,-253,-291,83,-934,-1525,10003
1746,-257,-278,239,-977,-1541,10003
1781,-267,-283,442,-1019,-1549,10003
1820,-282,-293,718,-1081,-1533,10003
1861,-299,-315,1014,-1158,-1471,10003
1915,-296,-330,1329,-1227,-1418,10003
1970,-258,-363,1653,-1294,-1366,10003
2023,-238,-385,1963,-1345,-1303,10003
2056,-223,-393,2258,-1363,-1250,10003
2058,-206,-402,2566,-1370,-1160,10003
2042,-184,-422,2855,-1386,-1088,10003
2002,-151,-464,3133,-1427,-980,10003
1960,-109,-505,3353,-1480,-907,10003
1938,-73,-518,3480,-1501,-864,10003
1943,-71,-546,3553,-1508,-811,10003
1937,-88,-510,3596,-1489,-776,10003
1918,-92,-493,3667,-1464,-722,10003
1935,-99,-504,3722,-1418,-723,10003
1975,-80,-531,3743,-1354,-822,10003
1990,-12,-502,3661,-1320,-835,10003
2053,28,-522,3482,-1241,-817,10003
2125,37,-510,3232,-1180,-845,10003
2191,70,-528,3015,-1113,-869,10003
2233,43,-594,2815,-1071,-892,10003
2243,-43,-594,2677,-1027,-832,10003
2212,-114,-608,2642,-997,-759,10003
2147,-90,-599,2652,-981,-670,10003
2073,-28,-606,2599,-999,-614,10003
2034,12,-593,2458,-1040,-543,10003
2000,56,-599,2193,-1070,-451,10003
2000,90,-575,1902,-1046,-361,10003
2005,78,-558,1633,-1035,-307,10003
2040,-4,-524,1439,-1019,-288,10003
2068,-54,-467,1338,-976,-289,10003
2104,-72,-465,1359,-933,-335,10003
2127,-73,-495,1398,-882,-380,10003
2163,-43,-531,1444,-833,-437,10003
2179,-48,-544,1488,-779,-493,10003
2214,-68,-541,1582,-737,-543,10003
2233,-59,-561,1619,-682,-592,10003
2223,-48,-591,1629,-641,-612,10003
2229,-100,-641,1549,-603,-596,10003
2202,-180,-691,1504,-594,-523,10003
2205,-174,-727,1450,-612,-456,10003
2224,-133,-735,1373,-625,-392,10003
2231,-120,-726,1337,-628,-334,10003
2235,-123,-691,1348,-637,-277,10003
2256,-62,-661,1306,-620,-258,10003
2266,0,-659,1115,-587,-193,10003
2286,-33,-623,904,-524,-147,10003
2289,-102,-626,745,-484,-100,10003
2275,-115,-633,587,-441,-67,10003
2250,-100,-621,336,-380,-22,10003
2238,-118,-593,87,-317,12,10003
2222,-140,-569,-123,-224,29,10003
2174,-128,-529,-313,-152,48,10003
2155,-87,-512,-530,-58,64,10003
2146,-17,-503,-748,27,43,10003
2126,-16,-523,-1031,86,29,10003
2150,48,-543,-1408,200,0,10003
2148,55,-551,-1811,298,-20,10003
2148,6,-558,-2131,400,-52,10003
2148,-47,-574,-2348,463,-96,10003
2146,-99,-588,-2471,508,-146,10003
2146,-124,-593,-2511,499,-179,10003
2161,-146,-609,-2493,478,-188,10003
2172,-148,-606,-2444,431,-180,10003
2190,-105,-618,-2373,377,-179,10003
2212,-113,-641,-2245,312,-178,10003
2221,-131,-665,-2028,229,-156,10003
2222,-569,-811,-1774,77,17,10003
2283,-630,-747,-770,24,-290,10003
2201,-181,-616,258,-135,-479,10003
2230,-31,-591,971,-249,-615,10003
2260,11,-605,1339,-312,-630,10003
2245,66,-620,1514,-353,-634,10003
2254,80,-620,1524,-364,-652,10003
2258,-6,-618,1532,-349,-585,10003
2321,-132,-563,1812,-274,-545,10003
2296,-181,-613,2567,-318,-340,10003
2287,-268,-625,2857,-368,-85,10003
2271,-278,-776,3236,-404,-106,10003
2294,-148,-785,3355,-431,-147,10003
2316,37,-797,3198,-413,-152,10003
2336,53,-804,2853,-357,-162,10003
2293,23,-821,2576,-308,-157,10003
2232,-22,-813,2361,-245,-112,10003
2199,-34,-819,2170,-213,-108,10003
2191,15,-781,1947,-175,-130,10003
2184,65,-749,1650,-120,-135,10003
2162,121,-712,1269,-57,-127,10003
2171,164,-687,881,-6,-110,10003
2194,179,-656,489,61,-90,10003
2232,189,-649,185,145,-109,10003
2271,97,-726,102,89,-143,10003
2356,-36,-709,191,93,-149,10003
2401,-69,-665,415,82,-154,10003
2421,-21,-678,601,26,-165,10003
2450,13,-664,658,-20,-167,10003
2508,-32,-637,678,-57,-120,10003
2488,-86,-605,703,-82,-123,10003
2569,-119,-560,728,-119,-102,10003
2634,-43,-476,574,58,-79,10003
2640,41,-472,397,113,-108,10003
2663,-59,-503,244,152,-112,10003
2718,-144,-536,240,199,-58,10003
2707,-145,-601,251,223,-66,10003
2673,-138,-596,227,225,-28,10003
2677,-144,-601,170,251,16,10003
2675,-161,-604,166,253,37,10003
2678,-110,-636,61,288,31,10003
2635,-33,-616,-250,360,70,10003
2595,-13,-600,-718,422,89,10003
2536,-61,-650,-1175,453,100,10003
2517,-111,-674,-1540,500,118,10003
2504,-87,-670,-1911,588,131,10003
2493,-46,-674,-2266,659,162,10003
2475,-57,-674,-2562,741,175,10003
2479,-55,-684,-2784,823,184,10003
2456,-26,-667,-2944,914,187,10003
2429,-6,-666,-3048,969,194,10003
2399,8,-642,-3104,1000,204,10003
2367,28,-636,-3127,1031,210,10003
2342,28,-599,-3088,1040,220,10003
2281,15,-572,-2985,1033,226,10003
2205,15,-558,-2823,1014,234,10003
2137,32,-534,-2652,976,243,10003
2092,66,-527,-2557,949,254,10003
2059,97,-535,-2500,945,249,10003
2046,80,-562,-2448,954,238,10003
2024,36,-568,-2386,972,246,10003
2022,9,-581,-2287,995,243,10003
2007,-16,-613,-2173,1006,283,10003
2020,-62,-619,-2005,1030,319,10003
2000,-93,-609,-1785,1041,347,10003
1959,-103,-594,-1557,1011,382,10003
1944,-98,-594,-1340,989,394,10003
1917,-73,-589,-1123,951,393,10003
1886,-58,-572,-954,927,415,10003
1854,-40,-556,-784,894,430,10003
1845,-45,-526,-648,854,449,10003
1833,-53,-505,-462,830,458,10003
1807,-40,-483,-281,772,466,10003
1790,-6,-459,-158,723,478,10003
1774,-20,-441,-120,679,502,10003
1770,-36,-428,-41,643,540,10003
1796,-23,-414,45,601,557,10003
1831,9,-422,87,569,602,10003
1862,47,-419,71,547,658,10003
1900,64,-428,-32,547,711,10003
1923,63,-413,-174,561,788,10003
1916,60,-376,-339,578,878,10003
1886,55,-344,-538,607,978,10003
1849,58,-318,-755,669,1050,10003
1836,97,-237,-992,773,1113,10003
1775,24,-279,-1140,790,1212,10003
1744,-34,-279,-1239,830,1228,10003
1727,-33,-221,-1323,871,1286,10003
1706,-14,-194,-1411,928,1333,10003
1678,-4,-147,-1534,1027,1349,10003
1649,-4,-108,-1643,1114,1340,10003
1618,-10,-90,-1674,1235,1308,10003
1557,-27,-75,-1667,1314,1277,10003
1487,-70,-63,-1635,1377,1277,10003
1428,-144,-73,-1597,1418,1303,10003
1402,-185,-86,-1532,1446,1336,10003
1393,-229,-55,-1427,1493,1383,10003
1384,-364,1,-1185,1547,1405,10003
1380,-449,46,-795,1557,1438,10003
1397,-488,74,-314,1538,1468,10003
1420,-465,68,82,1502,1534,10003
1429,-335,106,352,1507,1577,10003
1440,-293,115,509,1511,1607,10003
1489,-333,184,609,1531,1619,10003
1526,-344,175,718,1541,1648,10003
1540,-304,153,736,1553,1700,10003
1548,-248,138,617,1572,1749,10003
1568,-232,112,410,1600,1783,10003
1577,-278,107,223,1625,1832,10003
1593,-349,84,88,1636,1875,10003
1609,-409,73,24,1626,1938,10003
1614,-439,53,-5,1593,1993,10003
1623,-446,41,-34,1582,2040,10003
1643,-462,39,-72,1555,2054,10003
1659,-450,11,-127,1514,2070,10003
1684,-459,16,-216,1501,2062,10003
1666,-475,11,-314,1492,2042,10003
1647,-476,17,-422,1461,1999,10003
1628,-481,55,-547,1435,1908,10003
1608,-497,85,-638,1384,1809,10003
1587,-517,105,-738,1347,1700,10003
1586,-525,132,-824,1305,1559,10003
1590,-510,141,-953,1282,1386,10003
1557,-493,154,-1114,1241,1189,10003
1549,-516,153,-1285,1206,979,10003
1529,-527,126,-1432,1161,769,10003
1529,-548,131,-1592,1118,575,10003
1524,-568,120,-1686,1062,350,10003
1511,-595,123,-1739,1016,129,10003
1497,-619,143,-1741,945,-97,10003
1513,-633,167,-1710,861,-324,10003
1514,-645,176,-1676,803,-536,10003
1530,-639,202,-1665,729,-731,10003
1532,-640,240,-1687,658,-922,10003
1563,-614,253,-1751,589,-1100,10003
1587,-616,280,-1840,530,-1272,10003
1596,-620,283,-1932,463,-1426,10003
1622,-646,283,-2006,370,-1573,10003
1646,-672,291,-2027,281,-1708,10003
1676,-703,298,-2018,182,-1835,10003
1702,-731,298,-1964,76,-1922,10003
1734,-753,297,-1906,-26,-1999,10003
1769,-775,312,-1795,-130,-2065,10003
1798,-802,309,-1639,-213,-2112,10003
1856,-834,354,-1445,-310,-2134,10003
1896,-850,341,-1219,-386,-2153,10003
1943,-872,360,-978,-446,-2128,10003
2016,-902,383,-710,-507,-2097,10003
2070,-903,380,-442,-531,-2032,10003
2086,-902,368,-219,-548,-1936,10003
2109,-876,356,-23,-570,-1830,10003
2128,-862,352,118,-594,-1684,10003
2159,-846,340,226,-602,-1544,10003
2144,-846,322,362,-619,-1394,10003
2174,-811,337,437,-622,-1195,10003
2170,-789,335,487,-606,-1011,10003
2147,-737,338,445,-573,-798,10003
2112,-720,348,394,-548,-603,10003
2078,-683,371,302,-505,-393,10003
2041,-666,358,220,-476,-195,10003
2028,-632,382,76,-428,-19,10003
1997,-637,390,-94,-388,164,10003
1987,-683,372,-125,-368,262,10003
1972,-707,380,-147,-340,413,10003
1965,-701,378,-131,-317,524,10003
1965,-706,375,-118,-283,615,10003
1953,-726,380,-93,-247,680,10003
1925,-762,381,-25,-223,731,10003
1911,-753,393,59,-181,780,10003
1880,-716,392,154,-156,790,10003
1862,-682,406,251,-127,788,10003
1827,-676,408,342,-88,793,10003
1805,-682,398,481,-64,771,10003
1811,-702,395,681,-31,746,10003
1824,-671,399,880,-21,710,10003
1859,-599,381,1052,-11,655,10003
1905,-542,361,1113,9,627,10003
1947,-503,349,1154,45,586,10003
1955,-493,337,1196,80,539,10003
1954,-476,342,1250,92,489,10003
1953,-464,332,1291,107,463,10003
1961,-456,351,1308,129,440,10003
1990,-431,312,1241,142,428,10003
2019,-428,309,1141,147,443,10003
2079,-447,295,1033,156,477,10003
2165,-460,261,868,167,516,10003
2253,-507,250,729,180,599,10003
2311,-551,237,613,171,678,10003
2344,-581,224,534,167,754,10003
2369,-617,210,511,145,870,10003
2380,-645,208,574,120,970,10003
2354,-656,205,678,95,1068,10003
2312,-662,213,780,46,1187,10003
2261,-641,197,897,-13,1289,10003
2200,-630,185,1038,-78,1381,10003
2161,-641,197,1183,-156,1489,10003
2139,-670,193,1343,-225,1608,10003
2110,-695,202,1515,-298,1758,10003
2103,-721,193,1628,-371,1895,10003
2114,-729,207,1694,-455,2047,10003
2087,-732,186,1699,-529,2218,10003
2102,-736,180,1569,-613,2384,10003
2146,-701,171,1390,-732,2576,10003
2192,-673,181,1217,-854,2694,10003
2252,-701,183,1076,-947,2796,10003
2310,-750,168,874,-1014,2905,10003
2322,-742,178,624,-1056,3002,10003
2303,-732,146,315,-1107,3065,10003
2304,-732,137,-151,-1110,3139,10003
2272,-735,132,-713,-1081,3144,10003
2253,-743,79,-1347,-1074,3103,10003
2235,-789,50,-2031,-1041,3061,10003
2219,-849,3,-2801,-1015,3061,10003
2195,-965,-60,-3453,-977,3051,10003
2115,-1096,-114,-3916,-974,2991,10003
2015,-1152,-159,-4215,-1012,2845,10003
1890,-1202,-122,-4314,-1039,2660,10003
1791,-1254,-93,-4283,-1076,2515,10003
1675,-1268,-120,-4149,-1167,2370,10003
1618,-1275,-211,-4064,-1258,2237,10003
1563,-1291,-368,-4093,-1344,2095,10003
1496,-1356,-427,-4053,-1421,2032,10003
1395,-1493,-432,-3709,-1542,1902,10003
1399,-1484,-391,-3291,-1630,1824,10003
1342,-1354,-344,-2908,-1707,1717,10003
1284,-1223,-339,-2682,-1768,1597,10003
1266,-1192,-335,-2621,-1769,1519,10003
1255,-1135,-374,-2726,-1790,1403,10003
1222,-1158,-454,-2999,-1743,1373,10003
1185,-1218,-475,-3132,-1680,1331,10003
1092,-1319,-470,-2945,-1685,1251,10003
1106,-1383,-447,-2671,-1647,1254,10003
1048,-1454,-501,-2300,-1643,1228,10003
1066,-1375,-540,-2158,-1613,1273,10003
1178,-1109,-521,-2498,-1521,1287,10003
1176,-964,-557,-3154,-1422,1247,10003
1115,-1176,-587,-3698,-1302,1237,10003
1127,-1348,-527,-3838,-1197,1257,10003
1045,-1500,-531,-3623,-1123,1284,10003
1068,-1407,-568,-3404,-1063,1276,10003
1083,-1388,-641,-3277,-1091,1265,10003
1120,-1326,-720,-3252,-1101,1320,10003
1115,-1311,-696,-3203,-1152,1346,10003
1089,-1312,-708,-3119,-1190,1354,10003
1058,-1373,-741,-2966,-1214,1362,10003
1020,-1426,-741,-2717,-1225,1339,10003
993,-1484,-816,-2507,-1217,1299,10003
1066,-1291,-739,-2517,-1178,1288,10003
1157,-997,-670,-2886,-1109,1302,10003
1064,-1115,-785,-3405,-1092,1349,10003
996,-1340,-928,-3550,-1171,1377,10003
929,-1255,-999,-3462,-1315,1336,10003
966,-1034,-959,-3625,-1378,1369,10003
972,-949,-847,-3878,-1403,1324,10003
871,-891,-839,-4090,-1398,1260,10003
768,-928,-971,-4305,-1370,1178,10003
814,-972,-924,-4379,-1338,1125,10003
763,-1069,-961,-4139,-1303,1017,10003
782,-1215,-1018,-3561,-1242,906,10003
891,-1318,-789,-2183,-1157,583,10003
980,-996,-699,-741,-1175,336,10003
1022,-777,-802,-426,-1117,288,10003
1083,-765,-913,-629,-969,172,10003
1040,-760,-891,-815,-831,39,10003
